country,lead_time,total_of_special_requests,agent,required_car_parking_spaces,customer_type,stays_in_weekend_nights,stays_in_week_nights,booking_changes,record_count,arrival_date_week_number,adr
AUT,52,0,None / Unknown,0,Transient,2,1,0,1,24,126.0
PRT,67,1,9,0,Contract,0,2,1,1,46,104.55
KOR,11,1,8,0,Transient,2,0,0,2,29,129.0
DEU,174,0,14,0,Transient,3,5,0,1,26,120.35
PRT,12,1,None / Unknown,0,Transient,0,1,0,1,22,144.0
PRT,139,1,9,0,Transient,0,1,0,1,49,72.25
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,10,75.0
PRT,147,0,96,0,Transient,1,3,0,1,32,115.2
DEU,208,2,9,0,Transient,2,0,0,1,35,112.5
GBR,8,0,171,0,Transient,2,3,0,1,11,28.5
PRT,156,0,83,0,Transient,2,1,0,1,32,104.4
PRT,96,0,250,0,Transient,1,1,3,1,17,76.5
PRT,15,0,240,0,Transient,2,1,0,1,18,83.67
GBR,203,0,None / Unknown,1,Transient-Party,1,3,2,1,21,60.13
PRT,1,0,None / Unknown,1,Transient,1,0,0,1,10,42.0
CHN,49,1,9,0,Transient,0,4,0,1,33,140.0
BRA,294,0,9,0,Transient,2,2,0,3,3,77.35
PRT,17,1,240,0,Transient,0,3,1,1,50,65.0
ESP,20,1,240,0,Transient,1,2,0,1,21,127.0
GBR,124,1,241,0,Transient,1,5,0,1,25,119.04
ESP,1,1,240,1,Transient,1,0,0,1,13,64.0
GBR,8,1,None / Unknown,1,Transient-Party,1,3,1,1,41,56.0
PRT,212,0,242,0,Transient,2,3,0,1,25,126.3
CN,23,2,9,0,Transient,2,1,0,1,20,170.0
PRT,95,1,242,0,Transient,2,4,0,1,32,230.0
PRT,2,0,None / Unknown,0,Transient,0,1,0,1,50,0.0
PRT,5,0,None / Unknown,0,Transient,0,1,0,1,15,100.0
ESP,24,2,9,0,Transient,2,5,0,1,28,184.33
PRT,4,2,240,1,Transient,0,1,0,1,2,55.0
FRA,29,0,9,0,Transient,0,2,0,1,2,126.0
JPN,21,2,9,0,Transient,1,3,0,1,20,114.0
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,26,170.0
PER,49,1,9,0,Transient,1,2,0,1,41,108.0
FRA,239,1,9,0,Transient,1,3,0,1,28,107.1
GBR,217,1,240,0,Transient,1,2,0,2,19,58.0
PRT,7,0,None / Unknown,0,Transient,0,1,0,3,22,65.0
FRA,18,3,240,0,Transient,0,2,0,1,43,72.0
IRL,68,1,9,0,Transient,0,2,0,1,28,120.0
FRA,138,1,240,1,Transient,1,5,0,1,11,69.0
GBR,144,2,40,0,Transient,4,10,2,1,10,51.76
FRA,36,3,250,0,Transient-Party,2,2,0,2,5,39.6
PRT,2,0,15,0,Transient,2,0,1,1,5,25.0
PRT,3,1,None / Unknown,0,Transient,0,2,0,1,35,217.0
AUS,191,1,85,0,Transient,0,2,0,1,20,80.75
PRT,207,0,20,0,Transient,0,2,0,24,40,48.0
RUS,14,3,9,0,Transient,0,2,0,1,1,106.0
DEU,60,2,14,0,Transient,2,2,0,1,10,77.0
CHE,176,0,196,0,Transient,2,5,1,1,29,145.5
PRT,34,0,1,0,Transient-Party,0,2,0,17,32,62.0
ESP,15,1,240,0,Transient,2,3,0,1,32,240.0
ITA,14,1,7,0,Transient,1,0,2,1,46,142.64
PRT,113,0,83,0,Transient,2,1,0,1,32,121.21
GBR,37,1,22,0,Transient,0,1,0,1,27,111.6
FRA,174,1,9,0,Transient-Party,2,3,0,1,28,152.1
DEU,159,2,9,0,Transient,2,3,0,1,30,130.05
FRA,70,2,9,0,Transient,2,1,0,1,16,174.3
PRT,181,0,83,0,Transient,2,3,0,1,32,133.2
CN,60,0,251,0,Transient,0,1,0,1,10,37.0
FRA,45,1,14,0,Transient,0,4,0,1,7,65.75
BRA,305,1,9,0,Transient,2,2,0,3,3,77.35
CHE,107,1,14,0,Transient-Party,2,5,0,1,13,75.0
ESP,98,1,9,0,Transient,1,2,0,1,47,124.2
PRT,59,0,8,0,Transient,0,2,0,1,2,29.0
PRT,423,1,229,0,Transient-Party,0,3,0,1,24,112.67
JPN,10,1,9,0,Transient,0,3,0,1,26,112.33
BEL,52,1,9,0,Transient-Party,1,3,0,2,14,99.88
DEU,101,0,168,0,Transient,1,3,0,1,28,102.25
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,29,154.0
FRA,16,0,14,0,Transient,0,1,1,1,34,158.95
IRL,128,0,9,0,Transient,1,2,0,1,24,116.1
PRT,294,0,315,0,Transient,2,5,0,1,36,142.1
PRT,69,1,314,0,Transient,1,3,0,1,13,49.22
GBR,17,0,40,0,Group,0,3,0,1,32,116.5
DEU,9,2,9,0,Transient,1,4,0,2,36,109.0
CHN,11,0,14,0,Transient,2,1,0,1,38,149.33
PRT,5,0,85,0,Transient,0,4,0,1,39,170.0
ECU,1,0,14,0,Transient,1,1,0,1,14,175.0
POL,4,0,171,0,Transient,2,2,0,1,5,68.0
ESP,65,2,240,1,Transient,2,6,0,1,29,167.0
GBR,145,2,9,0,Transient,0,1,0,1,4,93.6
DEU,97,1,9,0,Transient,2,3,0,1,37,135.9
ITA,174,2,9,0,Transient,0,4,0,1,41,98.1
ESP,17,0,9,0,Transient-Party,0,1,1,1,12,97.0
FRA,98,1,9,0,Transient,1,3,0,1,15,159.38
PRT,281,0,1,0,Transient-Party,2,1,0,15,40,96.0
USA,51,5,None / Unknown,0,Transient,2,3,0,1,23,78.0
PRT,2,0,None / Unknown,0,Transient-Party,0,2,0,1,4,35.0
PRT,319,1,241,0,Transient,2,5,0,1,26,71.29
PRT,51,1,28,0,Transient,2,2,0,1,50,68.0
PRT,2,0,152,0,Transient,0,2,0,1,33,94.99
PRT,1,0,6,0,Transient,0,0,0,1,37,0.0
PRT,8,0,240,0,Transient,0,1,0,1,14,48.0
GBR,12,0,9,0,Transient,1,4,0,1,14,161.0
RUS,109,1,240,1,Transient-Party,0,1,0,1,1,116.1
GBR,386,0,None / Unknown,1,Transient-Party,0,3,1,1,43,46.0
FRA,102,0,28,0,Transient,0,3,0,2,18,85.0
PRT,1,0,45,0,Transient,0,1,0,1,5,0.0
IRL,204,1,9,0,Transient,2,2,0,1,40,98.44
DEU,245,2,240,0,Transient,2,2,0,1,38,80.0
CHN,1,0,9,0,Transient,1,2,0,1,2,78.5
BEL,169,0,None / Unknown,0,Transient-Party,1,3,0,1,14,66.0
JPN,34,0,9,0,Transient,1,1,0,1,9,118.0
Missing,2,1,None / Unknown,0,Transient,0,2,1,1,45,35.0
FRA,40,0,28,0,Transient,2,1,0,1,44,65.0
ESP,33,0,19,0,Transient-Party,0,2,1,1,3,75.0
PRT,9,1,9,0,Contract,1,3,0,1,43,120.0
ESP,11,0,436,1,Transient,1,0,0,1,9,34.0
GBR,195,0,9,0,Transient,0,3,0,1,16,117.0
GBR,75,1,240,0,Transient,1,3,0,1,3,82.0
FRA,72,0,14,0,Transient,0,3,0,1,46,106.5
DEU,227,0,9,0,Transient,2,5,0,2,34,99.0
PRT,327,0,21,0,Transient-Party,2,4,1,1,37,0.0
SGP,38,0,250,0,Transient,1,1,0,1,52,130.35
PRT,19,1,262,0,Transient,2,4,0,1,47,68.0
PRT,1,1,330,1,Group,0,1,0,1,5,37.0
CHE,4,1,241,0,Transient,0,2,0,1,31,204.9
GBR,90,1,8,0,Transient,2,2,0,1,14,117.0
GBR,270,1,9,1,Transient,1,1,2,1,31,98.1
LUX,20,0,240,0,Transient,2,3,0,1,29,209.0
BRA,354,0,9,0,Transient,0,1,0,2,26,99.0
DEU,12,0,9,0,Transient,0,1,2,1,34,81.0
ESP,46,0,240,0,Transient,0,2,0,1,14,70.0
BRA,14,3,9,0,Transient,0,1,0,1,2,126.5
PRT,38,0,196,0,Transient,2,1,0,1,31,294.0
FRA,221,0,3,0,Transient-Party,2,1,1,1,42,90.0
CN,203,1,240,0,Transient,3,10,0,1,33,154.85
CN,145,0,410,0,Transient,2,2,0,2,25,58.7
PRT,4,2,9,0,Transient,0,4,0,1,38,224.5
PRT,1,0,None / Unknown,1,Transient,0,1,2,1,5,72.0
GBR,94,0,40,0,Contract,2,5,0,1,15,42.95
ITA,193,0,9,0,Transient,0,3,0,1,36,108.9
DEU,21,0,14,0,Transient,2,2,0,1,38,162.5
GBR,195,2,240,0,Transient,1,4,0,1,29,241.6
PRT,7,0,None / Unknown,0,Transient,0,1,0,1,29,65.0
PRT,6,1,9,1,Transient,0,1,0,1,34,154.0
BEL,125,1,250,1,Transient,2,5,1,1,24,129.9
PRT,25,0,9,0,Transient,0,1,0,1,13,166.0
PRT,1,1,240,0,Transient,0,3,0,1,44,39.0
GBR,70,1,40,0,Transient,2,5,0,1,5,83.76
POL,18,0,9,0,Transient,1,2,0,1,7,91.0
ITA,30,3,9,0,Transient,1,0,0,1,51,108.0
HUN,46,2,9,0,Transient,0,4,0,1,11,125.8
FRA,73,1,7,0,Transient,2,5,0,1,52,88.29
CHE,52,0,9,0,Transient,0,4,0,1,2,88.4
GBR,16,1,7,0,Transient,2,1,0,1,34,90.4
PRT,1,2,None / Unknown,0,Transient,1,4,0,1,33,75.0
FRA,43,1,7,0,Transient,0,1,0,1,25,109.49
GBR,116,1,177,0,Transient-Party,2,5,1,1,21,75.6
GBR,223,0,None / Unknown,1,Transient-Party,2,5,2,1,22,71.14
PRT,129,2,196,1,Transient,1,2,0,1,34,249.0
PRT,265,0,6,0,Transient-Party,0,2,1,3,26,90.0
FRA,8,0,9,0,Transient,0,2,0,1,16,144.0
DOM,296,0,9,0,Transient,2,3,0,1,30,89.1
ESP,132,0,9,0,Transient,1,1,0,1,26,152.1
CHE,56,0,15,0,Transient,1,3,0,1,13,74.8
FRA,1,0,234,0,Transient-Party,0,1,0,1,42,120.0
UKR,27,2,9,0,Contract,2,0,0,1,53,87.0
ITA,52,1,9,0,Transient,2,1,0,2,21,140.4
PRT,3,0,None / Unknown,0,Transient,1,0,0,1,48,65.0
ESP,15,2,None / Unknown,1,Transient,2,4,2,1,36,85.0
PRT,1,1,240,0,Transient,0,1,0,1,50,48.0
BRA,172,2,9,0,Transient,2,2,0,1,8,74.8
CN,44,2,52,0,Transient,1,1,0,1,28,80.1
ESP,147,0,14,0,Transient,1,2,2,2,34,101.88
PRT,3,0,1,0,Transient-Party,0,3,1,1,27,58.67
PRT,210,1,7,0,Transient,2,5,0,1,35,85.59
IRL,126,0,253,0,Transient,0,4,0,1,27,62.5
PRT,114,0,5,0,Transient,1,4,1,1,25,117.5
SWE,10,2,None / Unknown,0,Group,2,0,0,1,15,130.5
USA,49,1,83,1,Transient,1,2,2,1,10,86.76
GBR,64,1,8,0,Transient,1,0,0,1,7,70.2
GBR,174,0,243,0,Contract,2,5,0,1,29,106.55
FRA,49,1,9,0,Transient,0,3,0,1,10,89.3
LUX,143,1,250,1,Transient-Party,1,2,0,1,30,207.5
AUS,478,1,229,0,Transient-Party,0,4,1,2,32,107.0
CHE,13,0,9,0,Transient,1,4,0,1,11,96.6
PRT,167,1,240,0,Transient,2,5,0,1,30,145.71
PRT,14,0,15,0,Transient,2,5,0,1,34,208.48
USA,94,1,9,0,Transient-Party,0,2,0,3,16,96.3
AGO,1,0,None / Unknown,0,Transient,0,1,1,1,20,305.0
ESP,55,0,1,0,Transient-Party,2,0,1,1,37,0.0
SWE,172,1,7,0,Transient,2,5,0,1,30,72.84
GBR,79,2,156,0,Transient,2,5,0,1,52,57.29
BEL,152,2,9,0,Transient,1,2,0,1,15,117.0
ESP,16,1,240,0,Transient,0,2,0,1,5,48.0
PRT,33,0,None / Unknown,0,Transient,2,3,1,1,32,323.0
COL,71,2,9,0,Transient,2,2,0,1,37,168.3
GBR,242,0,9,0,Transient,0,3,0,1,6,122.4
CHE,81,0,240,0,Transient,2,0,0,1,51,87.0
HKG,136,0,9,0,Transient,1,2,0,1,28,89.1
ITA,10,0,9,0,Transient,0,5,0,1,8,102.0
PRT,183,1,240,0,Transient,0,3,0,1,22,65.7
PRT,116,0,134,0,Transient-Party,2,2,1,1,10,60.0
FRA,14,1,None / Unknown,0,Transient,0,3,0,1,38,95.0
SWE,85,0,9,0,Transient-Party,0,2,1,2,14,81.9
ESP,6,0,None / Unknown,0,Transient-Party,1,0,0,1,41,89.0
DEU,1,0,None / Unknown,0,Transient-Party,0,1,1,1,9,68.0
PRT,98,2,240,1,Transient,0,3,0,1,29,159.0
GBR,156,0,89,0,Transient,0,4,0,1,13,14.0
USA,11,1,7,0,Transient,2,2,0,1,15,106.0
PRT,128,0,240,0,Transient,1,4,0,1,17,52.2
CN,132,2,241,0,Transient,1,4,0,1,28,154.5
GBR,47,2,95,0,Transient,2,5,0,1,13,48.0
BGR,14,1,9,0,Transient,0,3,2,2,3,124.0
CHE,240,1,240,1,Transient,1,5,0,1,35,138.0
GBR,44,0,240,0,Transient,2,5,0,1,23,118.71
PRT,3,0,6,0,Transient-Party,1,2,0,2,24,90.67
GBR,131,2,240,0,Transient,2,3,0,1,52,37.8
DEU,130,1,9,0,Transient,2,2,0,1,8,96.9
FRA,168,3,9,0,Transient,2,2,2,1,25,189.0
IRL,178,1,240,0,Transient,1,2,1,1,42,85.0
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,44,0.0
PRT,78,2,240,0,Transient-Party,2,3,0,1,31,134.0
ESP,7,1,242,0,Transient,1,1,0,1,39,97.5
ROU,12,1,9,1,Transient,1,1,0,1,23,149.0
PRT,1,0,None / Unknown,0,Transient,0,2,0,1,8,80.0
DNK,246,0,9,0,Transient,0,1,1,1,29,89.1
PRT,16,0,240,1,Transient,0,1,0,1,18,127.0
ESP,49,1,9,0,Transient,0,1,0,1,12,71.1
GBR,71,0,9,0,Transient,2,0,0,1,46,120.15
ESP,109,2,240,1,Transient,4,7,0,1,32,134.0
PRT,26,1,240,0,Transient,0,4,0,1,9,39.0
MAR,1,1,9,0,Transient,0,2,0,1,51,88.0
PRT,210,0,12,0,Transient-Party,1,3,0,1,41,72.75
PRT,45,1,1,0,Transient-Party,1,2,0,8,25,65.0
PRT,69,1,5,0,Group,0,0,2,1,1,0.0
MYS,31,2,9,0,Contract,1,2,0,1,41,85.5
PRT,61,0,240,0,Transient,0,4,0,1,37,156.0
ESP,1,1,240,1,Transient,0,1,0,1,11,82.0
FRA,1,3,240,1,Transient,0,1,0,1,49,48.0
ESP,195,0,9,0,Transient,1,3,0,1,30,158.95
PRT,1,1,None / Unknown,1,Transient,0,1,1,1,20,119.0
DEU,35,1,9,0,Transient,2,2,0,1,6,83.3
PRT,60,0,20,0,Transient-Party,1,1,1,1,39,0.0
IRL,113,0,9,0,Transient,1,4,0,1,22,145.8
CZE,1,0,None / Unknown,0,Transient,0,1,0,1,4,80.0
CN,72,2,240,1,Transient-Party,0,2,0,1,21,93.0
PRT,16,0,1,0,Transient-Party,1,3,0,10,42,90.0
AUT,49,0,14,0,Transient,1,4,1,1,27,103.5
PRT,19,1,None / Unknown,0,Transient,2,0,0,1,25,58.0
NLD,252,2,9,0,Transient,0,1,0,1,38,95.4
FRA,96,0,9,0,Transient,2,1,0,4,20,138.0
GBR,147,1,None / Unknown,0,Transient,8,20,0,1,51,59.08
PRT,10,2,None / Unknown,0,Transient,2,5,0,1,29,175.0
NLD,31,0,195,0,Transient,1,1,0,1,23,155.0
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,8,0.0
PRT,79,3,9,0,Transient,1,3,0,1,43,134.55
DZA,21,3,9,0,Transient,1,3,0,1,36,124.25
GBR,52,0,8,0,Transient,3,5,0,1,11,28.1
PRT,122,0,168,0,Transient,2,3,0,1,22,89.1
PRT,29,1,7,0,Transient,1,2,0,1,40,184.06
FRA,1,1,9,0,Transient,0,4,0,1,9,112.0
DEU,47,0,None / Unknown,0,Transient,1,3,2,1,17,108.0
DEU,94,1,7,0,Transient,0,3,0,1,10,71.1
GBR,1,0,240,0,Transient,0,1,0,1,33,149.0
DEU,17,1,240,0,Transient,1,4,0,1,25,180.0
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,49,84.0
DEU,182,1,9,0,Transient,2,2,0,1,20,107.33
FRA,66,1,9,0,Transient,2,2,0,1,33,160.0
NLD,19,1,9,0,Transient-Party,0,1,0,1,4,77.0
PRT,25,0,85,0,Transient,0,5,0,1,47,68.0
GBR,55,0,314,0,Transient,2,5,1,1,47,67.44
ESP,14,0,9,0,Transient,0,3,0,1,10,194.67
IRL,88,3,9,0,Transient,0,3,0,1,10,106.2
BEL,93,0,9,0,Transient,1,3,0,1,20,119.25
PRT,13,1,None / Unknown,0,Transient,0,1,0,1,21,202.0
GBR,25,2,250,0,Transient,3,7,0,1,49,48.0
GBR,15,2,9,0,Transient,2,2,0,2,26,278.0
ISR,26,1,118,0,Transient,1,0,0,1,39,95.0
ITA,91,1,240,0,Transient,2,5,0,1,15,93.57
GBR,33,1,7,0,Transient,0,2,0,1,23,110.2
GBR,172,0,40,0,Contract,4,5,0,1,32,153.5
PRT,192,0,44,0,Transient,0,1,0,1,20,90.0
RUS,1,1,240,1,Transient,0,1,0,1,2,75.0
FRA,357,3,240,0,Transient,1,5,0,1,31,138.38
FRA,24,0,28,0,Transient,2,1,0,1,47,80.0
RUS,56,1,9,0,Transient,1,2,0,1,23,126.9
CHN,35,0,9,0,Transient,1,1,0,1,21,179.01
IRL,6,0,None / Unknown,0,Transient,0,1,0,1,1,80.0
FRA,3,0,28,0,Transient,2,3,0,1,49,58.0
FRA,41,0,None / Unknown,0,Transient,0,3,0,1,53,119.0
ITA,35,0,9,0,Transient,1,1,0,1,10,95.4
DNK,240,2,9,0,Transient-Party,1,3,1,4,44,90.95
GBR,20,0,240,0,Transient,0,4,0,1,44,92.5
CN,2,1,9,0,Transient,0,1,0,1,24,109.0
PRT,15,0,85,0,Transient,0,4,0,1,26,144.0
GBR,54,4,241,0,Transient,2,1,0,1,39,54.67
BEL,154,1,9,0,Transient-Party,1,3,0,1,29,107.1
USA,320,1,6,0,Transient-Party,0,2,0,1,34,115.0
FRA,134,1,9,0,Transient,1,4,0,1,13,74.8
PRT,4,0,None / Unknown,0,Transient,0,2,0,1,17,45.0
IRL,243,0,91,0,Transient-Party,2,3,1,1,41,55.1
ESP,60,3,9,0,Transient,2,2,0,1,52,88.4
AUS,319,0,9,0,Transient,0,4,0,1,49,63.75
ESP,14,1,9,0,Transient,1,3,0,1,40,164.0
ESP,136,1,240,1,Transient,1,2,0,1,25,134.0
PRT,9,2,9,0,Contract,0,1,0,1,37,105.0
PRT,315,1,196,1,Transient,2,5,1,1,34,282.03
PRT,168,0,1,0,Transient-Party,0,2,1,1,37,0.0
ESP,38,0,9,0,Transient,0,5,0,1,43,96.3
PRT,140,0,6,0,Transient-Party,2,5,0,1,32,90.95
ESP,3,1,9,0,Transient,0,2,0,1,18,159.0
PRT,10,0,9,0,Transient,0,1,1,1,9,118.0
USA,84,2,7,0,Transient,2,1,5,1,27,103.72
PRT,36,0,26,0,Transient-Party,0,3,0,4,42,112.0
CHE,151,0,14,0,Transient,1,0,0,1,28,171.9
IRL,252,1,9,0,Transient,1,3,0,1,18,145.8
PRT,21,0,1,0,Transient,0,1,1,1,40,170.0
PRT,1,0,240,0,Transient,0,1,0,1,28,230.0
ESP,1,0,None / Unknown,0,Transient,1,0,0,1,1,111.0
DEU,60,0,9,0,Transient,1,3,0,1,14,99.0
HUN,54,0,9,0,Transient,1,2,0,1,36,123.3
PRT,166,1,6,0,Transient,2,4,0,1,29,110.7
PRT,1,1,None / Unknown,0,Transient,0,1,0,1,9,65.0
IRL,29,1,9,0,Transient,0,2,0,1,7,86.45
FRA,109,4,9,0,Transient,2,4,3,1,28,105.21
GBR,124,1,9,0,Transient,0,2,0,3,2,88.0
USA,141,0,449,0,Transient-Party,2,1,0,2,32,106.0
FRA,170,0,9,0,Transient-Party,2,2,4,1,32,175.5
DEU,290,1,9,0,Transient,3,5,0,1,27,99.9
FRA,7,1,14,0,Transient,1,2,0,1,40,160.0
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,14,45.0
GBR,45,0,2,0,Contract,2,5,0,1,40,82.0
PRT,27,0,28,0,Transient,1,3,1,1,53,129.5
FRA,102,1,9,0,Transient,1,0,0,2,42,108.0
FRA,170,0,9,0,Transient,2,2,0,1,32,175.5
PRT,61,1,None / Unknown,1,Transient-Party,1,0,3,1,21,50.0
PRT,59,1,7,0,Transient,2,4,0,1,31,90.51
PRT,20,1,8,0,Transient,0,1,0,1,30,160.0
DEU,88,0,9,0,Transient,0,2,0,1,7,79.2
FRA,38,0,250,1,Transient,2,8,1,1,1,89.06
PRT,226,0,251,0,Transient,0,1,0,1,39,55.8
BRA,42,2,9,0,Transient,0,2,0,1,20,168.3
GBR,93,0,9,0,Transient,2,5,0,1,28,108.9
BRA,56,0,None / Unknown,0,Transient,0,4,1,1,14,108.0
PRT,1,0,47,0,Transient,0,1,0,1,15,42.0
IRL,83,2,8,0,Transient,2,3,2,1,28,190.01
GBR,48,0,14,0,Transient,1,3,0,1,22,150.45
GBR,112,0,436,0,Transient,2,5,0,1,20,43.2
PRT,17,0,28,0,Transient,2,1,0,1,6,75.0
PRT,6,1,9,0,Transient,1,0,0,1,52,88.0
ESP,162,0,387,0,Transient-Party,1,3,0,1,13,63.0
PRT,1,0,None / Unknown,0,Transient,0,3,1,1,31,0.0
GBR,51,0,9,0,Transient,0,1,0,1,18,119.7
GBR,167,0,9,0,Transient,0,2,0,1,10,102.6
FRA,258,1,245,0,Transient-Party,0,2,1,1,38,78.3
FRA,32,1,9,0,Transient,2,3,2,1,7,134.3
NLD,9,1,9,0,Transient,0,3,0,1,1,88.0
ESP,28,2,9,0,Transient-Party,0,4,0,1,11,100.7
PRT,7,0,None / Unknown,0,Transient,0,1,0,1,8,66.0
PRT,90,0,240,0,Transient,2,4,0,1,28,82.0
VEN,23,2,9,0,Transient,0,4,0,1,36,110.0
ESP,76,0,240,0,Transient,2,3,0,1,44,58.0
CN,130,1,242,0,Transient,2,0,0,1,28,178.0
BFA,6,1,9,0,Transient,0,1,0,1,3,80.3
ESP,90,3,9,0,Transient,1,3,0,1,53,127.71
SWE,3,1,7,0,Transient,0,5,0,1,32,124.63
GBR,23,0,250,0,Transient,2,3,0,1,51,55.44
PRT,31,1,9,0,Contract,2,1,0,1,42,106.2
BRA,2,1,9,0,Transient-Party,0,1,0,3,5,80.0
BEL,1,0,None / Unknown,0,Transient,0,2,0,1,41,130.0
FRA,7,1,3,0,Transient-Party,1,2,0,1,18,100.0
FRA,33,1,9,0,Transient,1,2,0,1,33,135.9
PRT,35,0,242,0,Transient,0,0,0,1,44,0.0
ESP,16,0,None / Unknown,0,Transient-Party,0,2,2,1,11,6.0
PRT,77,0,9,0,Transient,1,2,0,1,11,97.2
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,3,38.0
PRT,7,1,9,0,Transient,0,1,0,1,10,81.0
DEU,62,0,69,0,Transient,2,8,0,1,44,49.7
FRA,1,2,240,0,Transient,0,0,0,1,40,0.0
PRT,81,0,None / Unknown,0,Transient-Party,0,3,1,1,21,106.0
PRT,80,0,240,0,Transient,2,1,0,1,19,58.0
PRT,6,0,None / Unknown,0,Transient,0,1,0,1,30,65.0
ESP,195,2,9,0,Transient,2,3,0,1,8,74.8
PRT,3,0,7,0,Transient,0,1,0,1,20,95.48
NLD,2,1,240,1,Transient,2,2,0,1,3,55.0
BEL,15,0,14,1,Transient,2,0,0,1,23,93.15
CHN,1,0,9,0,Transient-Party,0,3,0,1,7,86.0
MAR,1,2,240,0,Transient-Party,0,1,0,1,33,143.0
POL,191,0,28,0,Transient,1,4,0,1,14,69.0
PRT,1,1,28,0,Transient,0,0,0,1,33,0.0
IRL,8,0,250,0,Transient,2,5,0,1,9,65.0
CN,33,1,242,0,Transient,1,1,0,1,42,58.0
PRT,9,1,240,1,Transient,0,3,1,1,8,81.5
PRT,15,0,177,0,Transient,2,5,0,1,12,45.0
CHL,35,1,9,0,Transient-Party,2,0,2,1,39,248.49
NZL,105,0,9,0,Transient,2,3,0,1,27,90.95
AUT,95,0,35,0,Transient-Party,0,2,0,4,17,98.0
FRA,46,0,250,0,Transient,1,2,0,2,8,87.0
GBR,113,1,9,0,Transient-Party,0,4,2,1,21,136.0
IRL,12,0,9,0,Transient,1,1,0,1,9,118.0
PRT,3,1,None / Unknown,0,Transient-Party,0,2,3,1,9,31.0
DEU,274,2,9,0,Transient,0,1,1,1,28,15.0
NLD,11,0,9,0,Transient,0,1,1,1,34,140.0
PRT,63,0,339,0,Transient,0,2,0,1,50,26.64
GBR,115,1,7,0,Transient,1,2,0,1,39,96.33
USA,24,1,240,0,Transient,0,2,0,1,28,171.0
PRT,273,0,6,0,Transient-Party,0,2,0,15,29,101.5
PRT,54,0,None / Unknown,0,Transient,1,1,0,1,53,225.0
PRT,69,1,9,1,Transient,0,3,0,1,26,114.9
AUS,28,1,9,0,Transient,0,2,0,1,38,231.0
AUT,31,0,185,0,Transient-Party,3,10,4,1,45,43.2
SWE,149,0,240,0,Transient,0,5,0,1,41,69.0
FRA,86,0,12,0,Transient-Party,0,2,0,11,39,105.0
PRT,1,0,None / Unknown,0,Transient,1,0,0,1,30,140.0
AUT,122,0,9,0,Transient,0,3,0,1,24,116.1
FRA,61,1,9,0,Transient,1,4,0,1,12,100.3
FRA,15,0,9,0,Transient,1,3,0,1,23,100.73
PRT,1,1,14,0,Transient,0,2,2,1,6,107.0
PRT,187,0,None / Unknown,0,Transient,2,5,0,1,31,173.79
GBR,210,1,314,0,Transient,3,7,1,1,40,89.34
PRT,25,0,None / Unknown,0,Transient-Party,2,2,1,1,14,50.0
GBR,277,0,273,0,Transient-Party,2,5,1,1,41,68.74
ECU,9,1,9,0,Transient,4,12,0,1,3,69.5
GBR,193,2,243,0,Contract,4,10,0,1,18,42.95
ESP,27,2,240,0,Transient,0,4,0,1,28,219.5
ESP,5,0,196,0,Transient,1,0,0,1,45,55.0
PRT,91,0,None / Unknown,0,Transient,0,3,3,1,38,65.0
BEL,53,1,9,0,Transient,2,0,0,1,10,96.3
GBR,4,0,6,0,Transient,1,1,1,1,40,116.0
PRT,92,0,240,0,Transient,1,2,0,1,17,68.0
PRT,3,0,None / Unknown,0,Transient,1,2,1,1,15,39.0
PRT,2,0,250,0,Transient-Party,0,2,0,1,53,75.0
CN,157,0,138,0,Transient,2,0,0,1,19,80.1
DEU,168,0,22,0,Transient,1,3,0,1,33,72.25
PRT,1,1,9,0,Transient,0,1,0,1,7,99.0
CN,3,0,9,0,Transient,2,3,0,1,20,121.0
PRT,22,0,None / Unknown,0,Transient-Party,0,1,0,1,51,65.0
PRT,127,4,250,0,Transient,2,8,0,1,28,112.5
FRA,45,1,9,0,Transient,0,3,0,1,24,128.4
PRT,16,0,1,0,Transient-Party,1,3,0,3,42,90.0
PRT,41,2,240,0,Transient,2,4,0,1,33,202.0
PRT,1,0,1,0,Transient,2,2,0,1,31,36.0
GBR,287,0,None / Unknown,0,Transient-Party,1,3,0,1,42,46.5
LUX,211,2,9,0,Transient,2,5,0,1,31,191.25
PRT,1,0,86,0,Transient,0,1,0,1,52,56.0
FRA,32,0,9,0,Transient,0,3,0,1,16,140.7
GBR,110,0,83,0,Transient,2,2,1,1,28,118.06
GBR,249,1,143,0,Contract,4,10,0,1,24,64.9
BEL,3,0,9,0,Contract,0,2,0,1,36,114.5
DEU,1,0,21,0,Transient,0,2,0,1,20,90.0
PRT,11,1,250,0,Transient-Party,1,2,0,1,35,127.67
PRT,4,2,240,0,Transient,0,1,0,1,7,58.0
PRT,182,1,175,0,Transient,3,7,0,1,31,154.35
DEU,16,0,27,0,Transient,2,2,0,1,6,43.0
ESP,34,2,8,0,Transient,2,6,0,1,49,120.7
FRA,4,0,9,0,Transient,0,2,0,1,25,164.0
